variable_name,type,n_missing,n_non_missing,completeness_pct
Q6.8_18_TEXT - Sentiment,character,1560,3,0.2
Q6.8_18_TEXT - Topics,character,1560,3,0.2
Q4.10_17_TEXT,character,1561,2,0.1
Q6.5_20_TEXT,character,1561,2,0.1
Q6.9_18_TEXT,character,1561,2,0.1
Q7.1_20_TEXT,character,1561,2,0.1
Q7.3_6_TEXT,character,1561,2,0.1
Q7.6_11_TEXT,character,1561,2,0.1
AIM,character,1561,2,0.1
last_update_date,character,1561,2,0.1
lp_type,character,1561,2,0.1
num_commitments,character,1561,2,0.1
preferred_geography_short,character,1561,2,0.1
Q7.1_20_TEXT - Actionability,character,1561,2,0.1
Q7.1_20_TEXT - Effort,character,1561,2,0.1
Q7.1_20_TEXT - Effort Numeric,character,1561,2,0.1
Q7.1_20_TEXT - Emotion Intensity,character,1561,2,0.1
Q7.1_20_TEXT - Emotion,character,1561,2,0.1
Q7.1_20_TEXT - Parent Topics,character,1561,2,0.1
Q7.1_20_TEXT - Sentiment Polarity,character,1561,2,0.1
Q7.1_20_TEXT - Sentiment Score,character,1561,2,0.1
Q7.1_20_TEXT - Sentiment,character,1561,2,0.1
Q7.1_20_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q7.1_20_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q7.1_20_TEXT - Topics,character,1561,2,0.1
Q7.2 - Parent Topics,character,1561,2,0.1
Q7.2 - Topic Sentiment Label,character,1561,2,0.1
Q7.2 - Topic Sentiment Score,character,1561,2,0.1
Q7.3_11_TEXT - Actionability,character,1561,2,0.1
Q7.3_11_TEXT - Effort,character,1561,2,0.1
Q7.3_11_TEXT - Effort Numeric,character,1561,2,0.1
Q7.3_11_TEXT - Emotion Intensity,character,1561,2,0.1
Q7.3_11_TEXT - Emotion,character,1561,2,0.1
Q7.3_11_TEXT - Parent Topics,character,1561,2,0.1
Q7.3_11_TEXT - Sentiment Polarity,character,1561,2,0.1
Q7.3_11_TEXT - Sentiment Score,character,1561,2,0.1
Q7.3_11_TEXT - Sentiment,character,1561,2,0.1
Q7.3_11_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q7.3_11_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q7.3_11_TEXT - Topics,character,1561,2,0.1
Q7.5 - Parent Topics,character,1561,2,0.1
Q7.5 - Topic Sentiment Label,character,1561,2,0.1
Q7.5 - Topic Sentiment Score,character,1561,2,0.1
Q7.6_11_TEXT - Actionability,character,1561,2,0.1
Q7.6_11_TEXT - Effort,character,1561,2,0.1
Q7.6_11_TEXT - Effort Numeric,character,1561,2,0.1
Q7.6_11_TEXT - Emotion Intensity,character,1561,2,0.1
Q7.6_11_TEXT - Emotion,character,1561,2,0.1
Q7.6_11_TEXT - Parent Topics,character,1561,2,0.1
Q7.6_11_TEXT - Sentiment Polarity,character,1561,2,0.1
Q7.6_11_TEXT - Sentiment Score,character,1561,2,0.1
Q7.6_11_TEXT - Sentiment,character,1561,2,0.1
Q7.6_11_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q7.6_11_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q7.6_11_TEXT - Topics,character,1561,2,0.1
Q8.1 - Parent Topics,character,1561,2,0.1
Q8.1 - Topic Sentiment Label,character,1561,2,0.1
Q8.1 - Topic Sentiment Score,character,1561,2,0.1
Q8.2_18_TEXT - Parent Topics,character,1561,2,0.1
Q8.2_18_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q8.2_18_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q8.4_18_TEXT - Parent Topics,character,1561,2,0.1
Q8.4_18_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q8.4_18_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q8.5_18_TEXT - Parent Topics,character,1561,2,0.1
Q8.5_18_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q8.5_18_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q9.1_16_TEXT - Parent Topics,character,1561,2,0.1
Q9.1_16_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q9.1_16_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q9.2_18_TEXT - Parent Topics,character,1561,2,0.1
Q9.2_18_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q9.2_18_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q9.4_15_TEXT - Parent Topics,character,1561,2,0.1
Q9.4_15_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q9.4_15_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q9.5_16_TEXT - Parent Topics,character,1561,2,0.1
Q9.5_16_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q9.5_16_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q9.6_17_TEXT - Parent Topics,character,1561,2,0.1
Q9.6_17_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q9.6_17_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q10.3_17_TEXT - Parent Topics,character,1561,2,0.1
Q10.3_17_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q10.3_17_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q10.4_18_TEXT - Parent Topics,character,1561,2,0.1
Q10.4_18_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q10.4_18_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q10.5_16_TEXT - Parent Topics,character,1561,2,0.1
Q10.5_16_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q10.5_16_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q10.6_17_TEXT - Parent Topics,character,1561,2,0.1
Q10.6_17_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q10.6_17_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q12.1_16_TEXT - Parent Topics,character,1561,2,0.1
Q12.1_16_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q12.1_16_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q2.1_12_TEXT - Parent Topics,character,1561,2,0.1
Q2.1_12_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q2.1_12_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q2.2_10_TEXT - Parent Topics,character,1561,2,0.1
Q2.2_10_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q2.2_10_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q3.9_16_TEXT - Parent Topics,character,1561,2,0.1
Q3.9_16_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q3.9_16_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q3.10_12_TEXT - Parent Topics,character,1561,2,0.1
Q3.10_12_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q3.10_12_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q3.11_16_TEXT - Parent Topics,character,1561,2,0.1
Q3.11_16_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q3.11_16_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q5.11_14_TEXT - Parent Topics,character,1561,2,0.1
Q5.11_14_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q5.11_14_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q7.7_11_TEXT - Parent Topics,character,1561,2,0.1
Q7.7_11_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q7.7_11_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q7.9_10_TEXT - Parent Topics,character,1561,2,0.1
Q7.9_10_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q7.9_10_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q7.10_11_TEXT - Parent Topics,character,1561,2,0.1
Q7.10_11_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q7.10_11_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q8.7_15_TEXT - Parent Topics,character,1561,2,0.1
Q8.7_15_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q8.7_15_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q8.8_12_TEXT - Parent Topics,character,1561,2,0.1
Q8.8_12_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q8.8_12_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q8.9_8_TEXT - Parent Topics,character,1561,2,0.1
Q8.9_8_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q8.9_8_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q8.10_10_TEXT - Parent Topics,character,1561,2,0.1
Q8.10_10_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q8.10_10_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q9.7_12_TEXT - Parent Topics,character,1561,2,0.1
Q9.7_12_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q9.7_12_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q9.8_11_TEXT - Parent Topics,character,1561,2,0.1
Q9.8_11_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q9.8_11_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q9.10 - Parent Topics,character,1561,2,0.1
Q9.10 - Topic Sentiment Label,character,1561,2,0.1
Q9.10 - Topic Sentiment Score,character,1561,2,0.1
Q10.7_12_TEXT - Parent Topics,character,1561,2,0.1
Q10.7_12_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q10.7_12_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q10.8_9_TEXT - Parent Topics,character,1561,2,0.1
Q10.8_9_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q10.8_9_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q10.9 - Parent Topics,character,1561,2,0.1
Q10.9 - Topic Sentiment Label,character,1561,2,0.1
Q10.9 - Topic Sentiment Score,character,1561,2,0.1
Q10.10_13_TEXT - Parent Topics,character,1561,2,0.1
Q10.10_13_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q10.10_13_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q12.5_11_TEXT - Parent Topics,character,1561,2,0.1
Q12.5_11_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q12.5_11_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q12.9_11_TEXT - Parent Topics,character,1561,2,0.1
Q12.9_11_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q12.9_11_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q12.10_10_TEXT - Parent Topics,character,1561,2,0.1
Q12.10_10_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q12.10_10_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q12.11 - Parent Topics,character,1561,2,0.1
Q12.11 - Topic Sentiment Label,character,1561,2,0.1
Q12.11 - Topic Sentiment Score,character,1561,2,0.1
Q12.12 - Parent Topics,character,1561,2,0.1
Q12.12 - Topic Sentiment Label,character,1561,2,0.1
Q12.12 - Topic Sentiment Score,character,1561,2,0.1
Q13.3 - Parent Topics,character,1561,2,0.1
Q13.3 - Topic Sentiment Label,character,1561,2,0.1
Q13.3 - Topic Sentiment Score,character,1561,2,0.1
Q13.5 - Parent Topics,character,1561,2,0.1
Q13.5 - Topic Sentiment Label,character,1561,2,0.1
Q13.5 - Topic Sentiment Score,character,1561,2,0.1
Q13.7 - Parent Topics,character,1561,2,0.1
Q13.7 - Topic Sentiment Label,character,1561,2,0.1
Q13.7 - Topic Sentiment Score,character,1561,2,0.1
Q3.2_23_TEXT - Parent Topics,character,1561,2,0.1
Q3.2_23_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q3.2_23_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q4.3 - Parent Topics,character,1561,2,0.1
Q4.3 - Topic Sentiment Label,character,1561,2,0.1
Q4.3 - Topic Sentiment Score,character,1561,2,0.1
Q7.11_12_TEXT - Parent Topics,character,1561,2,0.1
Q7.11_12_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q7.11_12_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q8.11_12_TEXT - Parent Topics,character,1561,2,0.1
Q8.11_12_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q8.11_12_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q9.11_12_TEXT - Parent Topics,character,1561,2,0.1
Q9.11_12_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q9.11_12_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q10.11_12_TEXT - Parent Topics,character,1561,2,0.1
Q10.11_12_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q10.11_12_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q3.12_19_TEXT - Parent Topics,character,1561,2,0.1
Q3.12_19_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q3.12_19_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q5.12_22_TEXT - Parent Topics,character,1561,2,0.1
Q5.12_22_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q5.12_22_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q4.5_14_TEXT - Parent Topics,character,1561,2,0.1
Q4.5_14_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q4.5_14_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q3.1 - Parent Topics,character,1561,2,0.1
Q3.1 - Topic Sentiment Label,character,1561,2,0.1
Q3.1 - Topic Sentiment Score,character,1561,2,0.1
Q4.7_15_TEXT - Parent Topics,character,1561,2,0.1
Q4.7_15_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q4.7_15_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q4.8_16_TEXT - Parent Topics,character,1561,2,0.1
Q4.8_16_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q4.8_16_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q4.9_16_TEXT - Parent Topics,character,1561,2,0.1
Q4.9_16_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q4.9_16_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q4.10_17_TEXT - Actionability,character,1561,2,0.1
Q4.10_17_TEXT - Effort,character,1561,2,0.1
Q4.10_17_TEXT - Effort Numeric,character,1561,2,0.1
Q4.10_17_TEXT - Emotion Intensity,character,1561,2,0.1
Q4.10_17_TEXT - Emotion,character,1561,2,0.1
Q4.10_17_TEXT - Parent Topics,character,1561,2,0.1
Q4.10_17_TEXT - Sentiment Polarity,character,1561,2,0.1
Q4.10_17_TEXT - Sentiment Score,character,1561,2,0.1
Q4.10_17_TEXT - Sentiment,character,1561,2,0.1
Q4.10_17_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q4.10_17_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q4.10_17_TEXT - Topics,character,1561,2,0.1
Q4.11 - Parent Topics,character,1561,2,0.1
Q4.11 - Topic Sentiment Label,character,1561,2,0.1
Q4.11 - Topic Sentiment Score,character,1561,2,0.1
Q5.1_15_TEXT - Parent Topics,character,1561,2,0.1
Q5.1_15_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q5.1_15_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q5.2_18_TEXT - Parent Topics,character,1561,2,0.1
Q5.2_18_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q5.2_18_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q5.4_19_TEXT - Parent Topics,character,1561,2,0.1
Q5.4_19_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q5.4_19_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q5.5 - Parent Topics,character,1561,2,0.1
Q5.5 - Topic Sentiment Label,character,1561,2,0.1
Q5.5 - Topic Sentiment Score,character,1561,2,0.1
Q5.6_21_TEXT - Parent Topics,character,1561,2,0.1
Q5.6_21_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q5.6_21_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q5.7 - Parent Topics,character,1561,2,0.1
Q5.7 - Topic Sentiment Label,character,1561,2,0.1
Q5.7 - Topic Sentiment Score,character,1561,2,0.1
Q3.5_13_TEXT - Parent Topics,character,1561,2,0.1
Q3.5_13_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q3.5_13_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q5.10_20_TEXT - Parent Topics,character,1561,2,0.1
Q5.10_20_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q5.10_20_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q6.1_20_TEXT - Parent Topics,character,1561,2,0.1
Q6.1_20_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q6.1_20_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q6.2_18_TEXT - Parent Topics,character,1561,2,0.1
Q6.2_18_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q6.2_18_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q6.5_20_TEXT - Actionability,character,1561,2,0.1
Q6.5_20_TEXT - Effort,character,1561,2,0.1
Q6.5_20_TEXT - Effort Numeric,character,1561,2,0.1
Q6.5_20_TEXT - Emotion Intensity,character,1561,2,0.1
Q6.5_20_TEXT - Emotion,character,1561,2,0.1
Q6.5_20_TEXT - Parent Topics,character,1561,2,0.1
Q6.5_20_TEXT - Sentiment Polarity,character,1561,2,0.1
Q6.5_20_TEXT - Sentiment Score,character,1561,2,0.1
Q6.5_20_TEXT - Sentiment,character,1561,2,0.1
Q6.5_20_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q6.5_20_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q6.5_20_TEXT - Topics,character,1561,2,0.1
Q6.7_19_TEXT - Parent Topics,character,1561,2,0.1
Q6.7_19_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q6.7_19_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q6.8_18_TEXT - Parent Topics,character,1561,2,0.1
Q6.8_18_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q6.8_18_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q6.9_18_TEXT - Actionability,character,1561,2,0.1
Q6.9_18_TEXT - Effort,character,1561,2,0.1
Q6.9_18_TEXT - Effort Numeric,character,1561,2,0.1
Q6.9_18_TEXT - Emotion Intensity,character,1561,2,0.1
Q6.9_18_TEXT - Emotion,character,1561,2,0.1
Q6.9_18_TEXT - Parent Topics,character,1561,2,0.1
Q6.9_18_TEXT - Sentiment Polarity,character,1561,2,0.1
Q6.9_18_TEXT - Sentiment Score,character,1561,2,0.1
Q6.9_18_TEXT - Sentiment,character,1561,2,0.1
Q6.9_18_TEXT - Topic Sentiment Label,character,1561,2,0.1
Q6.9_18_TEXT - Topic Sentiment Score,character,1561,2,0.1
Q6.9_18_TEXT - Topics,character,1561,2,0.1
Q6.10 - Parent Topics,character,1561,2,0.1
Q6.10 - Topic Sentiment Label,character,1561,2,0.1
Q6.10 - Topic Sentiment Score,character,1561,2,0.1
Q8.11_12_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q7.3_11_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q12.5_11_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q10.10_13_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q8.9_8_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q7.6_11_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q7.11_12_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q5.7 - Topic Hierarchy Level 1,character,1561,2,0.1
Q8.5_18_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q7.10_11_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q3.2_23_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q12.9_11_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q4.7_15_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q5.5 - Topic Hierarchy Level 1,character,1561,2,0.1
Q6.7_19_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q6.10 - Topic Hierarchy Level 1,character,1561,2,0.1
Q9.2_18_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q5.10_20_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q2.2_10_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q9.4_15_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q10.5_16_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q5.4_19_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q10.8_9_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q5.6_21_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q5.1_15_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q13.7 - Topic Hierarchy Level 1,character,1561,2,0.1
Q4.10_17_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q7.7_11_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q3.9_16_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q7.1_20_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q4.11 - Topic Hierarchy Level 1,character,1561,2,0.1
Q4.5_14_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q7.5 - Topic Hierarchy Level 1,character,1561,2,0.1
Q13.3 - Topic Hierarchy Level 1,character,1561,2,0.1
Q8.2_18_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q9.1_16_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q10.6_17_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q6.1_20_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q4.9_16_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q3.12_19_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q3.5_13_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q6.9_18_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q9.6_17_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q5.11_14_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q9.8_11_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q3.1 - Topic Hierarchy Level 1,character,1561,2,0.1
Q9.11_12_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q8.1 - Topic Hierarchy Level 1,character,1561,2,0.1
Q5.2_18_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q3.10_12_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q8.10_10_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q8.4_18_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q10.3_17_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q12.1_16_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q6.5_20_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q3.11_16_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q10.9 - Topic Hierarchy Level 1,character,1561,2,0.1
Q2.1_12_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q12.10_10_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q10.11_12_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q13.5 - Topic Hierarchy Level 1,character,1561,2,0.1
Q8.8_12_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q5.12_22_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q10.7_12_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q9.10 - Topic Hierarchy Level 1,character,1561,2,0.1
Q12.11 - Topic Hierarchy Level 1,character,1561,2,0.1
Q4.8_16_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q12.12 - Topic Hierarchy Level 1,character,1561,2,0.1
Q10.4_18_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q9.5_16_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q9.7_12_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q7.2 - Topic Hierarchy Level 1,character,1561,2,0.1
Q8.7_15_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q4.3 - Topic Hierarchy Level 1,character,1561,2,0.1
Q7.9_10_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q6.2_18_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
Q6.8_18_TEXT - Topic Hierarchy Level 1,character,1561,2,0.1
StartDate_month,character,1563,0,0
EndDate_month,character,1563,0,0
RecordedDate_month,character,1563,0,0
